beta_1,beta_2,t_b,xi,n,givenModel,t_b_estMean,t_b_estVar,selRate_NLL,selRate_AIC,selRate_BIC,"selNum_NLL_Gev(0, 0)","selNum_NLL_Gev(0, 1)","selNum_NLL_Gev(1, 0)","selNum_NLL_Gev(1, 1)","selNum_AIC_Gev(0, 0)","selNum_AIC_Gev(0, 1)","selNum_AIC_Gev(1, 0)","selNum_AIC_Gev(1, 1)","selNum_BIC_Gev(0, 0)","selNum_BIC_Gev(0, 1)","selNum_BIC_Gev(1, 0)","selNum_BIC_Gev(1, 1)"
1,2,0.5,0.1,90,"GEV(1, 1)",0.494955556,0.004497817,0.974,0.473,0.219,0,26,0,974,4,523,0,473,7,756,18,219
1,2,0.5,0.2,90,"GEV(1, 1)",0.4912,0.001771492,0.99,0.507,0.235,1,9,0,990,1,492,0,507,4,746,15,235
1,4,0.5,0,90,"GEV(1, 1)",0.4962,0.001354816,0.996,0.482,0.212,0,4,0,996,0,518,0,482,0,788,0,212
1,4,0.5,-0.1,90,"GEV(1, 1)",0.4993,1.92E-05,0.994,0.496,0.232,0,6,0,994,0,504,0,496,0,768,0,232
1,4,0.5,-0.2,90,"GEV(1, 1)",0.499733333,1.75E-05,0.984,0.464,0.221,0,16,0,984,0,536,0,464,0,779,0,221
1,4,0.5,0.1,90,"GEV(1, 1)",0.491533333,0.002807666,0.998,0.505,0.254,0,2,0,998,0,495,0,505,0,744,2,254
1,4,0.5,0.2,90,"GEV(1, 1)",0.491255556,0.002982937,0.995,0.572,0.293,0,5,0,995,0,428,0,572,0,704,3,293
2,-1,0.5,0,90,"GEV(1, 1)",0.503366667,0.048628034,1,0.623,0.208,0,0,0,1000,68,292,17,623,561,148,83,208
2,-1,0.5,-0.1,90,"GEV(1, 1)",0.5174,0.048016862,1,0.594,0.21,0,0,0,1000,76,319,11,594,551,168,71,210
2,-1,0.5,-0.2,90,"GEV(1, 1)",0.516022222,0.043659541,1,0.594,0.221,0,0,0,1000,76,311,19,594,522,184,73,221
2,-1,0.5,0.1,90,"GEV(1, 1)",0.509888889,0.043432556,1,0.668,0.255,0,0,0,1000,46,275,11,668,479,184,82,255
2,-1,0.5,0.2,90,"GEV(1, 1)",0.519788889,0.038134312,1,0.701,0.288,0,0,0,1000,37,250,12,701,452,201,59,288
2,-2,0.5,0,90,"GEV(1, 1)",0.506377778,0.00391781,1,0.925,0.749,0,0,0,1000,0,75,0,925,27,221,3,749
2,-2,0.5,-0.1,90,"GEV(1, 1)",0.506077778,0.00424496,0.999,0.924,0.736,0,1,0,999,0,76,0,924,30,230,4,736
2,-2,0.5,-0.2,90,"GEV(1, 1)",0.502,0.003493568,1,0.928,0.742,0,0,0,1000,1,70,1,928,27,228,3,742
2,-2,0.5,0.1,90,"GEV(1, 1)",0.5075,0.002692492,0.999,0.94,0.766,1,0,0,999,1,59,0,940,17,216,1,766
2,-2,0.5,0.2,90,"GEV(1, 1)",0.507566667,0.001085436,1,0.958,0.819,0,0,0,1000,0,42,0,958,10,171,0,819
2,-4,0.5,0,90,"GEV(1, 1)",0.505544444,0.003348286,0.982,0.88,0.693,6,12,0,982,9,111,0,880,10,297,0,693
2,-4,0.5,-0.1,90,"GEV(1, 1)",0.506188889,0.00308194,0.986,0.888,0.71,4,10,0,986,12,100,0,888,12,278,0,710
2,-4,0.5,-0.2,90,"GEV(1, 1)",0.500733333,0.000278506,0.998,0.894,0.694,0,2,0,998,1,105,0,894,1,305,0,694
2,-4,0.5,0.1,90,"GEV(1, 1)",0.504222222,0.003948096,0.978,0.894,0.729,4,18,0,978,8,98,0,894,9,262,0,729
2,-4,0.5,0.2,90,"GEV(1, 1)",0.502733333,0.001091892,0.994,0.913,0.762,1,5,0,994,2,85,0,913,2,236,0,762
2,0,0,0,90,"GEV(1, 0)",NA,NA,0,0.229,0.761,0,1,0,999,0,162,229,609,0,143,761,96
2,0,0,-0.1,90,"GEV(1, 0)",NA,NA,0,0.239,0.757,0,1,0,999,0,196,239,565,1,153,757,89
2,0,0,-0.2,90,"GEV(1, 0)",NA,NA,0,0.274,0.796,0,0,0,1000,0,190,274,536,0,131,796,73
2,0,0,0.1,90,"GEV(1, 0)",NA,NA,0,0.243,0.802,0,0,0,1000,0,146,243,611,0,102,802,96
2,0,0,0.2,90,"GEV(1, 0)",NA,NA,0,0.23,0.799,0,0,0,1000,0,114,230,656,0,102,799,99
2,1,0.5,0,90,"GEV(1, 1)",0.482277778,0.047427795,0.981,0.792,0.214,1,18,0,981,2,143,63,792,4,289,493,214
2,1,0.5,-0.1,90,"GEV(1, 1)",0.482633333,0.048709454,0.975,0.761,0.16,1,24,0,975,4,167,68,761,5,314,521,160
2,1,0.5,-0.2,90,"GEV(1, 1)",0.487914141,0.044156245,0.985,0.727,0.165,0,15,0,985,3,180,90,727,5,316,514,165
2,1,0.5,0.1,90,"GEV(1, 1)",0.4734,0.036845088,0.985,0.812,0.247,0,15,0,985,1,133,54,812,5,284,464,247
2,1,0.5,0.2,90,"GEV(1, 1)",0.490033333,0.03722122,0.996,0.85,0.295,1,3,0,996,1,93,56,850,1,258,446,295
2,2,0.5,0,90,"GEV(1, 1)",0.491788889,0.00575055,0.971,0.855,0.634,1,28,0,971,6,139,0,855,8,328,30,634
2,2,0.5,-0.1,90,"GEV(1, 1)",0.497955556,0.005274428,0.983,0.863,0.652,1,16,0,983,2,134,1,863,5,301,42,652
2,2,0.5,-0.2,90,"GEV(1, 1)",0.501366667,0.005376966,0.996,0.87,0.641,0,4,0,996,0,130,0,870,0,324,35,641
2,2,0.5,0.1,90,"GEV(1, 1)",0.490566667,0.006194614,0.978,0.887,0.671,4,18,0,978,6,106,1,887,8,286,35,671
2,2,0.5,0.2,90,"GEV(1, 1)",0.495411111,0.00238812,0.989,0.915,0.756,1,10,0,989,1,84,0,915,3,227,14,756
2,4,0.5,0,90,"GEV(1, 1)",0.497211111,0.00095058,0.997,0.885,0.707,0,3,0,997,0,115,0,885,0,293,0,707
2,4,0.5,-0.1,90,"GEV(1, 1)",0.499688889,1.40E-05,0.991,0.873,0.695,0,9,0,991,0,127,0,873,0,305,0,695
2,4,0.5,-0.2,90,"GEV(1, 1)",0.500377778,3.50E-05,0.961,0.869,0.677,0,39,0,961,0,131,0,869,0,323,0,677
2,4,0.5,0.1,90,"GEV(1, 1)",0.493088889,0.002595079,0.996,0.918,0.758,0,4,0,996,0,82,0,918,0,242,0,758
2,4,0.5,0.2,90,"GEV(1, 1)",0.487388889,0.004514981,0.994,0.936,0.822,0,6,0,994,0,64,0,936,0,178,0,822
4,-1,0.5,0,90,"GEV(1, 1)",0.503444444,0.043085542,0.994,0.895,0.443,0,6,0,994,1,25,79,895,1,48,508,443
4,-1,0.5,-0.1,90,"GEV(1, 1)",0.525788889,0.041842825,0.997,0.905,0.395,0,3,0,997,0,33,62,905,1,47,557,395
4,-1,0.5,-0.2,90,"GEV(1, 1)",0.508311111,0.045725046,0.998,0.91,0.412,0,2,0,998,0,21,69,910,1,44,543,412
4,-1,0.5,0.1,90,"GEV(1, 1)",0.519155556,0.051868884,0.997,0.915,0.454,0,3,0,997,1,17,67,915,1,41,504,454
4,-1,0.5,0.2,90,"GEV(1, 1)",0.519888889,0.0411132,1,0.944,0.531,0,0,0,1000,0,11,45,944,0,23,446,531
4,-2,0.5,0,90,"GEV(1, 1)",0.508033333,0.003695334,0.999,0.966,0.876,0,1,0,999,0,34,0,966,29,74,21,876
4,-2,0.5,-0.1,90,"GEV(1, 1)",0.505633333,0.003705922,1,0.969,0.884,0,0,0,1000,1,30,0,969,40,59,17,884
4,-2,0.5,-0.2,90,"GEV(1, 1)",0.501388889,0.002500942,1,0.969,0.9,0,0,0,1000,0,31,0,969,27,58,15,900
4,-2,0.5,0.1,90,"GEV(1, 1)",0.505722222,0.002296837,1,0.979,0.943,0,0,0,1000,0,21,0,979,9,40,8,943
4,-2,0.5,0.2,90,"GEV(1, 1)",0.508055556,0.001788872,1,0.987,0.958,0,0,0,1000,0,13,0,987,11,24,7,958
4,-4,0.5,0,90,"GEV(1, 1)",0.513777778,0.006031019,0.966,0.966,0.965,3,31,0,966,25,9,0,966,29,6,0,965
4,-4,0.5,-0.1,90,"GEV(1, 1)",0.507277778,0.002368538,0.983,0.983,0.983,3,14,0,983,9,8,0,983,10,7,0,983
4,-4,0.5,-0.2,90,"GEV(1, 1)",0.507544444,0.003625102,0.98,0.978,0.974,2,18,0,980,9,13,0,978,13,13,0,974
4,-4,0.5,0.1,90,"GEV(1, 1)",0.507755556,0.00310938,0.981,0.981,0.98,3,16,0,981,14,5,0,981,15,5,0,980
4,-4,0.5,0.2,90,"GEV(1, 1)",0.5029,0.000661264,0.996,0.996,0.996,1,3,0,996,2,2,0,996,2,2,0,996
4,0,0,0,90,"GEV(1, 0)",NA,NA,0,0.261,0.853,0,26,0,974,2,25,261,712,8,24,853,115
4,0,0,-0.1,90,"GEV(1, 0)",NA,NA,0,0.279,0.85,1,31,0,968,4,28,279,689,14,24,850,112
4,0,0,-0.2,90,"GEV(1, 0)",NA,NA,0,0.29,0.849,1,28,0,971,1,29,290,680,3,31,849,117
4,0,0,0.1,90,"GEV(1, 0)",NA,NA,0,0.241,0.849,1,16,0,983,3,15,241,741,7,16,849,128
4,0,0,0.2,90,"GEV(1, 0)",NA,NA,0,0.232,0.85,0,5,0,995,1,4,232,763,2,5,850,143
4,1,0.5,0,90,"GEV(1, 1)",0.478044444,0.048253862,0.968,0.888,0.427,2,30,0,968,3,29,80,888,7,28,538,427
4,1,0.5,-0.1,90,"GEV(1, 1)",0.487433333,0.048188663,0.984,0.903,0.408,1,15,0,984,3,14,80,903,7,11,574,408
4,1,0.5,-0.2,90,"GEV(1, 1)",0.492277778,0.043571222,0.986,0.911,0.456,1,13,0,986,1,13,75,911,4,11,529,456
4,1,0.5,0.1,90,"GEV(1, 1)",0.480622222,0.046885956,0.974,0.916,0.436,1,25,0,974,3,23,58,916,9,18,537,436
4,1,0.5,0.2,90,"GEV(1, 1)",0.467033333,0.042244209,0.989,0.932,0.536,0,11,0,989,1,10,57,932,1,10,453,536
4,2,0.5,0,90,"GEV(1, 1)",0.495177778,0.008392793,0.994,0.991,0.945,0,6,0,994,0,7,2,991,0,11,44,945
4,2,0.5,-0.1,90,"GEV(1, 1)",0.4977,0.004198291,0.998,0.998,0.963,0,2,0,998,0,2,0,998,0,3,34,963
4,2,0.5,-0.2,90,"GEV(1, 1)",0.501188889,0.004543253,0.999,0.997,0.96,0,1,0,999,0,1,2,997,0,3,37,960
4,2,0.5,0.1,90,"GEV(1, 1)",0.492544444,0.00470035,0.997,0.997,0.967,0,3,0,997,0,3,0,997,0,5,28,967
4,2,0.5,0.2,90,"GEV(1, 1)",0.492211111,0.00456847,0.996,0.996,0.984,0,4,0,996,0,4,0,996,0,5,11,984
4,4,0.5,0,90,"GEV(1, 1)",0.499788889,0.000296672,0.999,0.999,0.998,0,1,0,999,0,1,0,999,0,2,0,998
4,4,0.5,-0.1,90,"GEV(1, 1)",0.499422222,1.77E-05,1,0.999,0.996,0,0,0,1000,0,1,0,999,0,4,0,996
4,4,0.5,-0.2,90,"GEV(1, 1)",0.500088889,8.64E-06,0.999,0.996,0.995,0,1,0,999,0,4,0,996,0,5,0,995
4,4,0.5,0.1,90,"GEV(1, 1)",0.498511111,0.001417719,0.994,0.994,0.989,0,5,1,994,0,5,1,994,0,7,4,989
4,4,0.5,0.2,90,"GEV(1, 1)",0.498222222,0.003851308,0.985,0.983,0.978,0,15,0,985,0,17,0,983,0,18,4,978
0,-1,0.25,0,110,"GEV(0, 1)",0.271436364,0.006916655,0,0.668,0.789,0,0,0,1000,0,668,15,317,34,789,95,82
0,-1,0.25,-0.1,110,"GEV(0, 1)",0.279445455,0.011644279,0,0.674,0.748,0,0,0,1000,2,674,18,306,63,748,111,78
0,-1,0.25,-0.2,110,"GEV(0, 1)",0.270172727,0.007691662,0,0.68,0.779,0,0,0,1000,1,680,11,308,37,779,103,81
0,-1,0.25,0.1,110,"GEV(0, 1)",0.2744,0.007157748,0,0.718,0.815,0,0,0,1000,0,718,13,269,35,815,81,69
0,-1,0.25,0.2,110,"GEV(0, 1)",0.274481818,0.004639991,0.001,0.721,0.841,0,1,0,999,1,721,8,270,21,841,66,72
0,-2,0.25,0,110,"GEV(0, 1)",0.258918182,0.000770658,0,0.841,0.972,1,0,0,999,1,841,0,158,1,972,0,27
0,-2,0.25,-0.1,110,"GEV(0, 1)",0.257554545,0.000216699,0,0.814,0.96,0,0,0,1000,0,814,0,186,0,960,1,39
0,-2,0.25,-0.2,110,"GEV(0, 1)",0.256472727,0.000221466,0,0.826,0.957,0,0,0,1000,0,826,0,174,0,957,2,41
0,-2,0.25,0.1,110,"GEV(0, 1)",0.258363636,0.000187593,0.002,0.822,0.962,0,2,0,998,0,822,0,178,0,962,0,38
0,-2,0.25,0.2,110,"GEV(0, 1)",0.259490909,0.000186473,0.001,0.828,0.963,0,1,0,999,0,828,0,172,0,963,0,37
0,-4,0.25,0,110,"GEV(0, 1)",0.255154545,9.80E-06,0,0.831,0.962,0,0,0,1000,0,831,0,169,0,962,0,38
0,-4,0.25,-0.1,110,"GEV(0, 1)",0.2549,9.06E-06,0,0.829,0.972,0,0,0,1000,0,829,0,171,0,972,0,28
0,-4,0.25,-0.2,110,"GEV(0, 1)",0.254672727,4.78E-06,0.001,0.831,0.969,0,1,0,999,0,831,0,169,0,969,0,31
0,-4,0.25,0.1,110,"GEV(0, 1)",0.255263636,1.50E-05,0.001,0.824,0.963,0,1,0,999,0,824,0,176,0,963,0,37
0,-4,0.25,0.2,110,"GEV(0, 1)",0.2557,1.58E-05,0,0.828,0.955,0,0,0,1000,0,828,0,172,0,955,0,45
0,1,0.25,0,110,"GEV(0, 1)",0.258972727,0.008222423,0.001,0.668,0.767,0,1,0,999,1,668,12,319,37,767,121,75
0,1,0.25,-0.1,110,"GEV(0, 1)",0.261309091,0.008888431,0,0.688,0.758,0,0,0,1000,3,688,12,297,56,758,118,68
0,1,0.25,-0.2,110,"GEV(0, 1)",0.267454545,0.010009811,0,0.678,0.774,0,0,0,1000,0,678,21,301,35,774,111,80
0,1,0.25,0.1,110,"GEV(0, 1)",0.253363636,0.006506598,0,0.693,0.812,0,0,0,1000,0,693,14,293,27,812,87,74
0,1,0.25,0.2,110,"GEV(0, 1)",0.247863636,0.002644692,0,0.691,0.836,0,0,0,1000,0,691,8,301,9,836,88,67
0,2,0.25,0,110,"GEV(0, 1)",0.274054545,0.017851296,0.078,0.86,0.951,5,78,0,917,7,860,0,133,20,951,1,28
0,2,0.25,-0.1,110,"GEV(0, 1)",0.284972727,0.025477427,0.081,0.815,0.933,6,81,0,913,10,815,0,175,27,933,1,39
0,2,0.25,-0.2,110,"GEV(0, 1)",0.265845455,0.009709871,0.033,0.802,0.936,0,33,0,967,5,802,0,193,10,936,3,51
0,2,0.25,0.1,110,"GEV(0, 1)",0.253554545,0.003701645,0.035,0.83,0.956,0,35,0,965,1,830,0,169,8,956,1,35
0,2,0.25,0.2,110,"GEV(0, 1)",0.254736364,0.003849516,0.017,0.805,0.955,3,17,0,980,3,805,0,192,6,955,0,39
0,4,0.25,0,110,"GEV(0, 1)",0.443590909,0.121345393,0.656,0.682,0.592,9,656,0,335,42,682,0,276,168,592,1,239
0,4,0.25,-0.1,110,"GEV(0, 1)",0.374127273,0.082102457,0.634,0.694,0.664,4,634,0,362,19,694,0,287,90,664,1,245
0,4,0.25,-0.2,110,"GEV(0, 1)",0.314745455,0.053318866,0.645,0.726,0.743,2,645,0,353,10,726,0,264,40,743,0,217
0,4,0.25,0.1,110,"GEV(0, 1)",0.4373,0.118836389,0.641,0.681,0.614,7,641,1,351,42,681,1,276,141,614,2,243
0,4,0.25,0.2,110,"GEV(0, 1)",0.337527273,0.074484701,0.556,0.726,0.703,0,556,3,441,12,726,6,256,78,703,6,213
0,-1,0.25,0,150,"GEV(0, 1)",0.262366667,0.002764942,0,0.749,0.88,0,0,0,1000,0,749,5,246,3,880,61,56
0,-1,0.25,-0.1,150,"GEV(0, 1)",0.263286667,0.003699786,0,0.737,0.871,0,0,0,1000,1,737,3,259,10,871,58,61
0,-1,0.25,-0.2,150,"GEV(0, 1)",0.261186667,0.003883453,0,0.734,0.848,0,0,0,1000,0,734,6,260,11,848,80,61
0,-1,0.25,0.1,150,"GEV(0, 1)",0.265973333,0.002848145,0,0.745,0.886,0,0,0,1000,0,745,7,248,7,886,67,40
0,-1,0.25,0.2,150,"GEV(0, 1)",0.264513333,0.001568176,0,0.754,0.905,0,0,0,1000,0,754,1,245,2,905,37,56
0,-2,0.25,0,150,"GEV(0, 1)",0.25584,9.55E-05,0,0.844,0.978,0,0,0,1000,0,844,0,156,0,978,0,22
0,-2,0.25,-0.1,150,"GEV(0, 1)",0.254706667,0.000100526,0.002,0.82,0.962,0,2,0,998,0,820,0,180,0,962,0,38
0,-2,0.25,-0.2,150,"GEV(0, 1)",0.254266667,8.99E-05,0,0.829,0.973,0,0,0,1000,0,829,0,171,0,973,0,27
0,-2,0.25,0.1,150,"GEV(0, 1)",0.256853333,0.000124178,0,0.855,0.979,0,0,0,1000,0,855,0,145,0,979,0,21
0,-2,0.25,0.2,150,"GEV(0, 1)",0.256466667,7.12E-05,0.001,0.82,0.974,0,1,0,999,0,820,0,180,0,974,0,26
0,-4,0.25,0,150,"GEV(0, 1)",0.25384,5.70E-06,0.001,0.833,0.966,0,1,0,999,0,833,0,167,0,966,0,34
0,-4,0.25,-0.1,150,"GEV(0, 1)",0.253593333,3.18E-06,0.002,0.844,0.974,0,2,0,998,0,844,0,156,0,974,0,26
0,-4,0.25,-0.2,150,"GEV(0, 1)",0.253446667,2.79E-06,0,0.841,0.975,0,0,0,1000,0,841,0,159,0,975,0,25
0,-4,0.25,0.1,150,"GEV(0, 1)",0.253906667,5.99E-06,0.002,0.839,0.973,0,2,0,998,0,839,0,161,0,973,0,27
0,-4,0.25,0.2,150,"GEV(0, 1)",0.254246667,8.37E-06,0,0.839,0.968,0,0,0,1000,0,839,0,161,0,968,0,32
0,1,0.25,0,150,"GEV(0, 1)",0.25046,0.002851974,0,0.742,0.885,0,0,0,1000,0,742,8,250,5,885,58,52
0,1,0.25,-0.1,150,"GEV(0, 1)",0.25218,0.002643135,0,0.713,0.839,0,0,0,1000,0,713,4,283,10,839,98,53
0,1,0.25,-0.2,150,"GEV(0, 1)",0.256766667,0.003323936,0.001,0.741,0.859,0,1,0,999,0,741,4,255,17,859,71,53
0,1,0.25,0.1,150,"GEV(0, 1)",0.246106667,0.001789921,0,0.751,0.883,0,0,0,1000,0,751,3,246,6,883,61,50
0,1,0.25,0.2,150,"GEV(0, 1)",0.247186667,0.001623397,0.003,0.771,0.903,0,3,0,997,0,771,4,225,2,903,47,48
0,2,0.25,0,150,"GEV(0, 1)",0.289886667,0.029880089,0.131,0.836,0.937,8,131,0,861,13,836,0,151,34,937,0,29
0,2,0.25,-0.1,150,"GEV(0, 1)",0.297933333,0.034199173,0.102,0.818,0.941,2,102,0,896,7,818,0,175,27,941,0,32
0,2,0.25,-0.2,150,"GEV(0, 1)",0.2648,0.009297546,0.025,0.83,0.965,1,25,0,974,1,830,0,169,8,965,0,27
0,2,0.25,0.1,150,"GEV(0, 1)",0.263226667,0.010871393,0.058,0.822,0.967,3,58,0,939,5,822,0,173,11,967,0,22
0,2,0.25,0.2,150,"GEV(0, 1)",0.251553333,0.000602011,0.008,0.836,0.956,0,8,0,992,0,836,0,164,0,956,0,44
0,4,0.25,0,150,"GEV(0, 1)",0.400486667,0.097985971,0.579,0.597,0.549,1,579,0,420,19,597,0,384,89,549,0,362
0,4,0.25,-0.1,150,"GEV(0, 1)",0.322153333,0.055079999,0.544,0.561,0.567,1,544,0,455,4,561,0,435,38,567,0,395
0,4,0.25,-0.2,150,"GEV(0, 1)",0.310386667,0.05281124,0.656,0.69,0.704,1,656,0,343,5,690,0,305,14,704,0,282
0,4,0.25,0.1,150,"GEV(0, 1)",0.5509,0.146691748,0.766,0.768,0.649,3,766,0,231,29,768,0,203,162,649,1,188
0,4,0.25,0.2,150,"GEV(0, 1)",0.4353,0.125341785,0.679,0.813,0.765,0,679,0,321,10,813,2,175,91,765,8,136
0,-1,0.25,0,30,"GEV(0, 1)",0.375966667,0.054344521,0.004,0.45,0.369,0,4,0,996,91,450,33,426,325,369,100,206
0,-1,0.25,-0.1,30,"GEV(0, 1)",0.3777,0.053152529,0.006,0.423,0.343,0,6,0,994,105,423,35,437,336,343,98,223
0,-1,0.25,-0.2,30,"GEV(0, 1)",0.383233333,0.052454667,0.006,0.378,0.353,0,6,0,994,69,378,44,509,286,353,93,268
0,-1,0.25,0.1,30,"GEV(0, 1)",0.379,0.049028028,0,0.443,0.363,0,0,0,1000,61,443,41,455,306,363,111,220
0,-1,0.25,0.2,30,"GEV(0, 1)",0.369,0.045206429,0,0.468,0.42,0,0,0,1000,66,468,31,435,303,420,98,179
0,-2,0.25,0,30,"GEV(0, 1)",0.290533333,0.00900383,0.003,0.627,0.711,0,3,0,997,0,627,14,359,22,711,69,198
0,-2,0.25,-0.1,30,"GEV(0, 1)",0.292833333,0.01164584,0.005,0.56,0.678,0,5,0,995,0,560,8,432,19,678,58,245
0,-2,0.25,-0.2,30,"GEV(0, 1)",0.2885,0.009462768,0.008,0.574,0.682,0,8,0,992,1,574,11,414,14,682,54,250
0,-2,0.25,0.1,30,"GEV(0, 1)",0.297866667,0.008926598,0.001,0.649,0.75,0,1,0,999,1,649,7,343,20,750,40,190
0,-2,0.25,0.2,30,"GEV(0, 1)",0.292366667,0.007619352,0.002,0.685,0.773,0,2,0,998,0,685,10,305,15,773,41,171
0,-4,0.25,0,30,"GEV(0, 1)",0.2704,0.000417591,0.001,0.722,0.851,0,1,0,999,0,722,0,278,0,851,1,148
0,-4,0.25,-0.1,30,"GEV(0, 1)",0.2697,0.000272182,0.002,0.717,0.842,0,2,0,998,0,717,0,283,0,842,0,158
0,-4,0.25,-0.2,30,"GEV(0, 1)",0.2684,0.000199417,0.006,0.726,0.848,0,6,1,993,0,726,1,273,0,848,2,150
0,-4,0.25,0.1,30,"GEV(0, 1)",0.2704,0.000286349,0.001,0.749,0.87,0,1,0,999,0,749,0,251,0,870,0,130
0,-4,0.25,0.2,30,"GEV(0, 1)",0.2712,0.00037538,0.001,0.772,0.887,0,1,0,999,0,772,0,228,0,887,0,113
0,1,0.25,0,30,"GEV(0, 1)",0.3484,0.053602153,0.006,0.413,0.358,0,6,0,994,95,413,56,436,298,358,140,204
0,1,0.25,-0.1,30,"GEV(0, 1)",0.3468,0.052718034,0.005,0.386,0.339,0,5,0,995,92,386,36,486,315,339,105,241
0,1,0.25,-0.2,30,"GEV(0, 1)",0.376533333,0.053478349,0.008,0.394,0.349,0,8,0,992,70,394,34,502,289,349,104,258
0,1,0.25,0.1,30,"GEV(0, 1)",0.3454,0.055725677,0.003,0.415,0.375,0,3,0,997,78,415,47,460,298,375,127,200
0,1,0.25,0.2,30,"GEV(0, 1)",0.315133333,0.044504375,0,0.413,0.394,0,0,0,1000,62,413,47,478,229,394,147,230
0,2,0.25,0,30,"GEV(0, 1)",0.270333333,0.00773429,0.03,0.604,0.692,0,30,0,970,22,604,17,357,43,692,77,188
0,2,0.25,-0.1,30,"GEV(0, 1)",0.283033333,0.010501523,0.029,0.578,0.663,0,29,0,971,12,578,18,392,29,663,64,244
0,2,0.25,-0.2,30,"GEV(0, 1)",0.281733333,0.009994101,0.04,0.586,0.672,2,40,0,958,14,586,11,389,30,672,59,239
0,2,0.25,0.1,30,"GEV(0, 1)",0.267866667,0.008215665,0.012,0.633,0.724,1,12,0,987,8,633,15,344,24,724,70,182
0,2,0.25,0.2,30,"GEV(0, 1)",0.2632,0.008002652,0.01,0.606,0.722,0,10,0,990,9,606,15,370,28,722,59,191
0,4,0.25,0,30,"GEV(0, 1)",0.271533333,0.006502818,0.427,0.752,0.802,0,427,1,572,67,752,2,179,88,802,5,105
0,4,0.25,-0.1,30,"GEV(0, 1)",0.272966667,0.008176264,0.435,0.72,0.753,1,435,1,563,76,720,1,203,107,753,3,137
0,4,0.25,-0.2,30,"GEV(0, 1)",0.277666667,0.010553998,0.396,0.681,0.714,1,396,1,602,90,681,2,227,117,714,3,166
0,4,0.25,0.1,30,"GEV(0, 1)",0.2688,0.00417518,0.361,0.752,0.806,1,361,2,636,51,752,4,193,66,806,6,122
0,4,0.25,0.2,30,"GEV(0, 1)",0.2707,0.005201156,0.271,0.742,0.822,0,271,2,727,29,742,6,223,40,822,7,131
0,-1,0.25,0,40,"GEV(0, 1)",0.3418,0.04577979,0,0.51,0.395,0,0,0,1000,64,510,28,398,355,395,100,150
0,-1,0.25,-0.1,40,"GEV(0, 1)",0.3361,0.043267558,0,0.517,0.418,0,0,0,1000,62,517,36,385,325,418,116,141
0,-1,0.25,-0.2,40,"GEV(0, 1)",0.336275,0.047075575,0.001,0.51,0.444,0,1,0,999,56,510,31,403,269,444,116,171
0,-1,0.25,0.1,40,"GEV(0, 1)",0.329475,0.039008358,0.001,0.507,0.423,0,1,0,999,46,507,39,408,306,423,118,153
0,-1,0.25,0.2,40,"GEV(0, 1)",0.325925,0.036996766,0,0.54,0.487,0,0,0,1000,43,540,25,392,269,487,89,155
0,-2,0.25,0,40,"GEV(0, 1)",0.2621,0.002404745,0.001,0.72,0.841,0,1,0,999,0,720,4,276,7,841,33,119
0,-2,0.25,-0.1,40,"GEV(0, 1)",0.26395,0.004947845,0,0.682,0.799,0,0,0,1000,0,682,7,311,14,799,60,127
0,-2,0.25,-0.2,40,"GEV(0, 1)",0.26195,0.004394092,0.001,0.691,0.8,0,1,0,999,0,691,6,303,3,800,44,153
0,-2,0.25,0.1,40,"GEV(0, 1)",0.268125,0.004343953,0.001,0.721,0.846,0,1,0,999,0,721,5,274,10,846,32,112
0,-2,0.25,0.2,40,"GEV(0, 1)",0.267,0.003478228,0,0.744,0.855,0,0,0,1000,0,744,2,254,4,855,25,116
0,-4,0.25,0,40,"GEV(0, 1)",0.251875,0.000102212,0,0.788,0.908,0,0,0,1000,0,788,0,212,0,908,2,90
0,-4,0.25,-0.1,40,"GEV(0, 1)",0.2519,9.65E-05,0,0.782,0.908,0,0,0,1000,0,782,0,218,0,908,0,92
0,-4,0.25,-0.2,40,"GEV(0, 1)",0.250275,4.31E-05,0.003,0.789,0.905,0,3,0,997,0,789,0,211,0,905,0,95
0,-4,0.25,0.1,40,"GEV(0, 1)",0.2536,0.000216006,0.001,0.78,0.914,0,1,0,999,0,780,0,220,0,914,0,86
0,-4,0.25,0.2,40,"GEV(0, 1)",0.25295,0.000177725,0,0.794,0.903,0,0,0,1000,0,794,0,206,0,903,0,97
0,1,0.25,0,40,"GEV(0, 1)",0.316425,0.048784629,0,0.458,0.412,0,0,0,1000,66,458,56,420,271,412,146,171
0,1,0.25,-0.1,40,"GEV(0, 1)",0.3197,0.04707023,0.002,0.476,0.41,0,2,0,998,87,476,41,396,324,410,127,139
0,1,0.25,-0.2,40,"GEV(0, 1)",0.3353,0.048511171,0.001,0.47,0.419,0,1,0,999,54,470,38,438,271,419,143,167
0,1,0.25,0.1,40,"GEV(0, 1)",0.305475,0.045934083,0,0.45,0.422,0,0,0,1000,59,450,54,437,259,422,157,162
0,1,0.25,0.2,40,"GEV(0, 1)",0.291025,0.039059134,0,0.469,0.467,0,0,0,1000,51,469,43,437,221,467,148,164
0,2,0.25,0,40,"GEV(0, 1)",0.24785,0.004885263,0.032,0.706,0.824,0,32,0,968,12,706,11,271,22,824,52,102
0,2,0.25,-0.1,40,"GEV(0, 1)",0.25185,0.00474257,0.04,0.692,0.796,2,40,0,958,12,692,8,288,25,796,47,132
